party,score,election_type,ballot_type,amphoe,tambon,source_file
ครูไทยเพื่อประชาชน,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
ประชาชาติ,3,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
สร้างอนาคตไทย,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
ภูมิใจไทย,70,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
พลังธรรมใหม่,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
กล้าธรรม,9,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
พลังประชารัฐ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
โอกาสใหม่,25,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
ประชาชน,511,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
ประชาไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
ไทยสร้างไทย,3,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
ไทยก้าวใหม่,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 (บช).csv
ประชาชน,540,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 .csv
ไทยก้าวใหม่,1,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 .csv
ภูมิใจไทย,69,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 .csv
ประชาธิปัตย์,20,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 .csv
เศรษฐกิจ,18,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 .csv
กล้าธรรม,17,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 .csv
รวมไทยสร้างชาติ,5,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 .csv
เพื่อไทย,117,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 .csv
เสรีรวมไทย,8,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_5__ส.ส.5-18 .csv
ไทยทรัพย์ทวี,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
เพื่อชาติไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
มิติใหม่,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
รวมใจไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
รวมไทยสร้างชาติ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
พลวัต,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ประชาธิปไตยใหม่,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
เพื่อไทย,64,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ทางเลือกใหม่,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
เศรษฐกิจ,34,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
เสรีรวมไทย,17,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
รวมพลังประชาชน,9,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ท้องที่ไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
อนาคตไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
พลังเพื่อไทย,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทยชนะ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
พลังสังคมใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
สังคมประชาธิปไตยไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ฟิวชัน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทรวมพลัง,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ก้าวลิสระ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ปวงชนไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
วิชชั่นใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
เพื่อชีวิตใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
คลองไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ประชาธิปัตย์,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทยก้าวหน้า,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทยภักดี,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
แรงงานสร้างชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ประชากรไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ครูไทยเพื่อประชาชน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ประชาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
สร้างอนาคตไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
รักชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทยพร้อม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ภูมิใจไทย,8,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
พลังธรรมใหม่,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
กรีน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทยธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
แผ่นดินธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
กล้าธรรม,5,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
พลังประชารัฐ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
โอกาสใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
เป็นธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ประชาไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทยสร้างไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทยก้าวใหม่,5,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ประชาอาสาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
พร้อม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
เครือข่ายชาวนาแห่งประเทศไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทยพิทักษ์ธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ความหวังใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ไทยรวมไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
เพื่อบ้านเมือง,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
พลังไทยรักชาติ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 (บช).csv
ประธาน,3,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
ไทยก้าวใหม่,4,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
ภูมิใจไทย,2,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
ประชาธิปัตย์,7,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
เศรษฐกิจ,8,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
กล้าธรรม,5,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
รวมไทยสร้างชาติ,4,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
เพื่อไทย,1,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
เสรีรวมไทย,1,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
วิชัยใหม่,1,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__ส.ส.5-18 .csv
ไทยทรัพย์ทวี,8,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
เพื่อชาติไทย,7,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ใหม่,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
มิติใหม่,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
รวมใจไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
รวมไทยสร้างชาติ,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
พลวัต,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ประชาธิปไตยใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
เพื่อไทย,124,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ทางเลือกใหม่,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
เศรษฐกิจ,9,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
เสรีรวมไทย,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
รวมพลังประชาชน,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ท้องที่ไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
อนาคตไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
พลังเพื่อไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ไทยชนะ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
พลังสังคมใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
สังคมประชาธิปไตยไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
พืชชัน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ไทรวมพลัง,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ก้าวอิสระ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ปวงชนไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
วิชชินใหม่,3,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
เพื่อชีวิตใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
คลองไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ประชาธิปัตย์,12,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ไทยก้าวหน้า,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ไทยภักดี,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
แรงงานสร้างชาติ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ประชากรไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ครูไทยเพื่อประชาชน,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ประชาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
สร้างอนาคตไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
รักชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ไทยพร้อม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
ภูมิใจไทย,14,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Pa Sak,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_7__ส.ส.5-18 (บช).csv
